6gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	648	616	640	660	651	663	680	679	698	702	706	718	714	739	747	750	777	787	787	790	824	826	829	841	856	853	882	885	913	910	903	922	
