10gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	1085	1057	1084	1095	1074	1095	1101	1109	1108	1111	1121	1135	1139	1152	1163	1175	1184	1191	1223	1225	1231	1251	1262	1264	1299	1315	1327	1347	1362	1375	1377	1410	
