12gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
horz	3247	2323	2117	1929	1877	1835	1816	1819	1813	1807	1808	1813	1828	1824	1860	1864	1871	1852	1862	1858	1876	1877	1893	1903	1906	1916	1909	1947	1957	1960	1966	1983	
vert	1731	1722	1736	1751	1766	1808	1801	1801	1815	1814	1822	1862	1854	1876	1874	1888	1899	1912	2001	1927	1957	1952	1977	1977	1988	2004	1992	2017	2027	2063	2040	2057	
