2gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
horz	450	373	347	328	325	320	322	327	327	332	340	337	346	348	351	356	369	365	369	371	378	378	378	382	390	390	396	402	409	408	422	435	
vert	296	301	305	307	315	319	320	327	331	338	341	343	354	360	372	369	371	374	383	390	393	387	396	400	404	410	432	418	421	423	431	434	
