6gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	1380	1145	1018	980	957	946	950	946	934	945	934	944	975	957	973	1008	981	996	983	1023	991	996	1005	1016	1026	1034	1039	1038	1049	1087	1109	1127	
