14gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	1474	1513	1512	1524	1507	1510	1497	1513	1515	1528	1534	1550	1538	1569	1577	1594	1606	1619	1632	1654	1651	1675	1702	1715	1746	1753	1765	1787	1796	1832	1828	1850	
