14gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	5081	4884	4897	4962	5114	4809	4846	4877	4952	5158	4988	5054	4981	4938	4940	4945	5010	5014	5009	5024	5122	5096	5133	5105	5193	5203	5279	4931	5281	4833	4978	4962	
