16gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	7414	7152	7193	7234	7283	7273	7305	7377	7470	7449	7490	7553	7445	7396	7654	7639	7716	7666	7770	7867	7602	7500	7598	7616	7625	7619	7723	7742	7841	7864	7823	7835	
