4gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	593	587	592	594	609	612	625	630	660	658	652	649	661	679	676	693	692	697	718	727	725	721	719	742	739	741	753	754	768	789	770	786	
