16gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	1720	1753	1719	1704	1710	1719	1683	1723	1702	1718	1738	1749	1758	1775	1776	1801	1824	1829	1835	1867	1870	1887	1902	1924	1950	1972	1992	2000	2007	2037	2052	2078	
