8gb
dims	16	32	48	64	80	96	112	128	144	160	176	192	208	224	240	256	272	288	304	320	336	352	368	384	400	416	432	448	464	480	496	512	
16	623	619	636	625	619	616	610	606	600	598	598	602	601	601	599	598	596	595	594	595	594	595	591	592	591	589	590	589	589	589	589	589	
32	728	650	809	750	811	781	752	732	621	609	619	628	674	663	647	636	624	614	608	603	597	593	591	590	587	585	582	580	578	577	576	576	
48	657	617	960	858	728	702	682	719	702	688	676	669	664	624	613	606	615	606	599	591	585	584	585	580	578	576	573	572	570	569	569	569	
64	632	610	956	858	807	693	673	658	702	636	642	638	633	628	637	622	613	602	595	589	581	579	575	573	570	570	569	569	567	567	567	567	
80	612	596	811	743	712	693	736	715	698	683	671	664	623	618	634	615	590	585	585	581	575	570	568	567	567	568	567	568	568	568	566	568	
96	615	598	953	852	711	691	670	654	694	679	667	623	635	615	603	611	587	579	575	573	572	572	571	572	570	569	569	570	569	569	570	569	
112	608	601	814	741	713	768	737	654	642	632	669	622	620	646	626	603	576	572	570	571	570	569	570	568	567	569	568	568	568	575	567	567	
128	607	601	959	857	710	692	738	654	644	636	626	624	616	610	595	578	572	571	572	569	570	569	569	568	568	568	569	567	567	566	570	566	
144	608	592	812	740	711	686	664	649	638	631	623	619	615	607	588	573	573	571	571	569	569	569	569	570	569	568	567	567	566	566	566	566	
160	602	591	961	742	711	688	668	713	696	681	623	628	614	606	582	580	578	576	575	573	575	572	571	569	569	569	568	568	568	567	568	568	
176	604	594	940	839	786	751	723	700	683	667	656	648	639	612	584	583	581	582	581	580	579	579	579	578	579	577	578	575	576	577	576	575	
192	597	591	947	732	702	754	726	640	627	618	658	650	636	600	589	585	586	587	585	582	582	583	583	581	581	581	579	580	579	579	579	579	
208	598	594	934	834	782	745	713	692	675	665	651	642	623	597	585	586	585	583	583	580	580	579	580	579	577	577	578	578	577	576	577	576	
224	603	599	956	852	802	763	734	712	695	682	670	658	631	597	576	575	573	572	571	570	570	569	569	569	568	569	569	569	568	568	568	649	
240	604	599	967	861	734	696	677	725	704	637	682	623	605	592	585	583	582	581	580	579	578	578	579	578	578	579	577	576	579	577	576	575	
256	605	598	929	750	722	698	695	678	653	646	643	627	609	598	589	588	586	586	587	584	583	583	583	583	582	582	581	580	580	581	580	579	
272	602	599	933	831	780	744	681	666	681	657	642	623	604	600	593	592	590	588	587	585	586	585	585	584	583	583	583	583	582	583	582	581	
288	602	597	817	750	722	700	681	664	658	654	643	620	603	598	590	588	588	587	585	584	584	584	584	584	583	581	581	582	581	581	581	580	
304	597	590	813	752	719	776	676	659	673	665	680	617	598	594	586	588	584	581	582	579	578	578	578	577	576	576	576	578	576	575	576	575	
320	594	582	807	740	710	686	666	650	640	638	630	607	589	586	577	578	576	574	574	570	570	570	569	569	567	567	568	568	569	567	568	568	
336	606	598	934	831	780	742	714	692	684	674	658	624	608	605	600	599	598	597	595	596	594	593	593	593	594	592	591	592	592	591	591	591	
352	598	590	822	749	719	695	675	660	655	649	640	628	609	602	589	587	585	585	585	583	582	580	580	579	580	578	580	579	578	578	578	577	
368	612	608	944	841	790	754	724	702	691	679	660	630	616	613	608	606	606	604	604	603	607	602	604	600	601	600	600	599	599	599	600	598	
384	605	607	981	874	819	778	748	727	715	704	686	652	612	610	595	593	590	589	588	586	587	586	587	583	583	582	583	583	583	582	581	581	
400	613	609	792	725	697	675	656	648	645	643	635	629	618	615	610	610	610	607	608	606	604	604	604	603	602	602	603	601	601	600	601	600	
416	599	591	822	754	721	776	747	663	672	665	651	624	609	606	590	587	585	583	583	582	582	582	582	580	580	579	579	579	578	578	578	578	
432	613	604	810	740	710	685	666	646	643	637	634	623	615	612	606	603	603	602	602	601	600	600	601	599	599	599	599	598	597	597	597	597	
448	584	582	807	737	705	682	665	648	645	639	628	607	589	585	577	576	574	572	572	580	571	571	571	569	570	569	572	570	569	568	568	567	
464	608	598	842	859	821	789	753	731	720	710	688	654	607	603	595	593	592	591	590	589	588	588	588	588	588	587	586	587	586	585	585	584	
480	616	610	784	718	688	672	663	651	648	643	649	629	620	616	613	610	610	609	608	608	607	606	607	605	605	603	605	603	604	603	603	603	
496	588	580	806	737	707	759	665	710	697	686	667	635	599	590	580	575	573	573	572	573	572	568	569	569	569	569	568	568	568	568	568	568	
512	605	608	973	758	726	776	680	665	660	665	643	651	613	606	594	591	589	590	587	587	586	585	585	584	584	584	583	583	584	582	582	584	
