4.tsv
dims	16	32	48	64	80	96	112	128	144	160	176	192	208	224	240	256	272	288	304	320	336	352	368	384	400	416	432	448	464	480	496	512	
16	725	716	651	646	750	671	658	762	732	658	656	654	659	649	649	661	670	649	647	683	717	655	647	653	817	675	878	671	679	647	666	675	
32	655	650	647	638	668	659	734	751	741	725	648	789	646	764	701	649	652	653	657	654	658	654	692	727	723	873	889	695	660	665	673	658	
48	668	665	663	662	684	681	699	673	677	782	671	669	666	668	692	720	699	709	667	669	675	698	686	660	667	670	660	663	663	661	681	663	
64	677	665	670	661	689	687	691	684	673	669	676	672	667	671	677	674	664	666	667	664	662	688	680	663	663	730	761	708	698	705	721	661	
80	671	662	660	660	688	778	750	674	702	669	679	666	678	662	678	659	662	668	676	671	665	657	682	665	660	659	665	668	668	664	667	658	
96	670	662	675	660	685	677	686	668	671	668	668	664	666	663	685	666	659	669	666	661	662	660	660	680	671	667	664	691	696	685	704	670	
112	671	664	658	660	683	680	707	700	694	669	669	666	667	668	699	669	663	663	681	690	694	676	689	668	664	666	666	668	662	664	683	662	
128	671	664	675	687	706	689	698	678	682	679	676	674	678	670	687	679	676	666	670	666	668	682	668	690	670	671	686	675	669	674	669	680	
144	689	723	660	679	704	702	694	673	674	681	675	674	672	669	676	688	664	676	668	671	672	695	668	685	676	675	680	695	694	680	676	683	
160	670	660	665	659	682	684	671	708	675	672	678	681	664	666	674	692	686	695	668	668	675	664	670	686	665	675	674	665	677	669	694	710	
176	693	670	670	665	692	689	683	691	676	679	680	673	680	679	673	685	681	676	669	687	677	671	678	686	681	705	702	684	672	676	673	692	
192	667	663	667	665	688	682	676	700	675	678	685	695	701	695	676	683	677	671	681	673	670	672	672	681	678	678	695	697	674	676	674	703	
208	678	665	663	706	1035	684	701	677	679	676	693	698	699	683	708	673	673	679	671	676	672	692	708	699	669	673	677	675	687	679	695	683	
224	676	658	670	661	690	687	695	698	694	690	697	674	671	672	683	672	684	684	699	705	681	677	694	673	669	672	678	669	677	678	689	684	
240	692	696	682	669	694	691	697	678	686	685	679	680	685	676	693	688	689	706	700	691	676	690	693	679	676	685	690	680	678	707	678	678	
256	674	670	667	673	711	729	702	680	685	688	679	684	680	694	678	677	680	700	703	697	678	695	681	673	681	682	676	690	679	696	682	684	
272	670	666	679	676	700	723	710	695	684	687	681	685	684	687	678	706	699	706	678	675	682	690	678	676	687	680	676	695	698	711	676	681	
288	690	672	684	682	694	711	691	694	692	689	690	690	695	740	710	711	689	701	777	721	719	710	723	698	683	692	686	684	699	690	692	684	
304	718	678	690	758	773	697	682	685	692	686	719	713	729	705	686	687	682	689	689	694	681	698	699	704	706	686	679	692	679	680	686	683	
320	685	677	676	691	700	703	722	723	718	693	693	711	699	691	697	692	695	688	687	698	687	695	696	693	688	690	694	690	695	694	686	691	
336	686	678	694	703	724	729	701	698	702	703	719	701	701	699	698	698	699	693	704	691	696	691	695	698	688	703	708	692	699	693	693	693	
352	695	694	685	690	712	701	706	708	718	749	733	708	703	701	710	703	702	710	701	699	704	702	702	695	712	697	701	700	695	701	697	698	
368	695	685	691	685	714	709	713	714	726	709	711	716	713	706	712	702	708	716	703	699	701	696	703	704	695	722	695	697	701	695	703	697	
384	694	681	678	726	711	712	707	730	715	704	710	706	706	706	719	706	704	699	712	698	704	697	709	696	708	697	695	697	696	702	708	699	
400	684	685	687	690	709	718	708	710	707	738	732	729	706	715	705	698	710	699	699	698	694	707	705	703	693	700	695	698	706	703	692	690	
416	684	671	681	679	728	707	709	738	722	717	709	703	712	701	732	695	690	694	699	707	694	693	694	693	711	713	694	711	693	693	690	692	
432	691	682	683	704	711	715	721	715	719	726	723	722	715	715	709	711	709	699	714	701	700	695	697	697	713	708	708	695	695	696	700	700	
448	702	690	708	693	722	729	729	742	726	735	721	721	717	722	716	714	709	728	707	704	715	703	690	695	691	713	700	699	706	707	706	701	
464	720	699	706	727	714	711	712	721	727	710	743	731	734	707	705	712	695	707	700	698	699	698	695	710	703	711	710	706	692	691	696	710	
480	702	700	710	720	730	742	748	738	734	731	736	729	744	738	734	722	720	720	726	717	715	729	698	703	702	713	719	722	719	721	710	715	
496	691	709	716	722	739	758	723	730	734	724	726	713	726	710	732	729	725	712	707	708	717	698	716	698	703	701	704	769	780	739	735	730	
512	729	706	709	729	745	754	751	746	744	754	750	746	738	737	733	730	728	729	730	756	774	729	719	727	716	735	715	723	717	716	723	729	
