12gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	1268	1308	1295	1300	1299	1295	1285	1270	1292	1310	1319	1334	1343	1349	1374	1378	1394	1399	1418	1430	1447	1466	1466	1476	1519	1520	1527	1565	1588	1588	1608	1622	
