4gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	457	420	424	440	459	462	467	477	478	493	480	500	505	520	521	535	537	555	563	587	569	592	596	619	601	623	636	644	646	656	675	691	
