2gb
bufsize	128	256	384	512	640	768	896	1024	1152	1280	1408	1536	1664	1792	1920	2048	2176	2304	2432	2560	2688	2816	2944	3072	3200	3328	3456	3584	3712	3840	3968	4096	
time	265	236	238	241	243	247	262	269	277	281	282	303	305	307	311	312	322	336	342	335	344	349	360	372	390	396	376	400	396	386	415	422	
